model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Matrix,0.7,200,0.6,200,1,q1,5944,0.36527495883225314,0.2726156184240199,0.8679340511440108,0.3790159834209644,0.3942094338981917,0.9306864064602961
Hybrid-Matrix,0.7,200,0.6,200,1,q2,4502,0.008658925936893144,0.015089253261176851,0.027099067081297203,0.014244279438472613,0.0334511094562183,0.054642381163927146
Hybrid-Matrix,0.7,200,0.6,200,1,q3,2861,0.003514358443355933,0.0072119305604101125,0.01083537224746592,0.005724931628020057,0.01477047652336013,0.02132121635791681
Hybrid-Matrix,0.7,200,0.6,200,1,q4,1641,0.00023574211287906254,0.0003046922608165753,0.0006093845216331506,0.0007396476370071275,0.0018789356083688806,0.0030469226081657527
Hybrid-Matrix,0.7,200,0.6,200,1,q5,685,0.001193473525996985,0.00291970802919708,0.00291970802919708,0.001193473525996985,0.00291970802919708,0.00291970802919708
Hybrid-Matrix,0.3,500,0.3,200,1,overall,6006,0.2789689838116072,0.1624889272294764,0.7932067932067932,0.27306041879676557,0.23431672839686007,0.8717948717948718
Hybrid-Matrix,0.3,500,0.3,200,1,q1,5944,0.2971405702617124,0.21076277136784544,0.800807537012113,0.3039122496447829,0.3051627715225498,0.879878869448183
Hybrid-Matrix,0.3,500,0.3,200,1,q2,4502,0.0009411031079212479,0.0013882718791648156,0.001776988005330964,0.001433479058710955,0.003146749592773582,0.0046645935139937806
Hybrid-Matrix,0.3,500,0.3,200,1,q3,2861,0.0002704318820234475,0.0005242922055225446,0.0006990562740300594,0.0002704318820234475,0.0005242922055225446,0.0006990562740300594
Hybrid-Matrix,0.3,500,0.3,200,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.3,500,0.3,200,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.5,500,0.3,200,1,overall,6006,0.2979034446261495,0.17811731021990232,0.8173493173493174,0.293088883763116,0.25638550580616276,0.8979353979353979
Hybrid-Matrix,0.5,500,0.3,200,1,q1,5944,0.3183292185865581,0.23129817975786968,0.824528936742934,0.3271519420226835,0.33368848078540836,0.9041049798115747
Hybrid-Matrix,0.5,500,0.3,200,1,q2,4502,0.0015913035775074014,0.003091218717606989,0.004220346512661039,0.002597571011469049,0.006547971624604233,0.010217681030653044
Hybrid-Matrix,0.5,500,0.3,200,1,q3,2861,0.0004364904460670766,0.0006408015845275545,0.0010485844110450892,0.0007585252969715445,0.0018641500640801582,0.002446696959105208
Hybrid-Matrix,0.5,500,0.3,200,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.5,500,0.3,200,1,q5,685,0.0,0.0,0.0,0.0003571540760850015,0.00145985401459854,0.00145985401459854
Hybrid-Matrix,0.7,500,0.3,200,1,overall,6006,0.3229703379896122,0.19824488539479052,0.8489843489843489,0.31870487680972986,0.2833418266867983,0.9162504162504163
Hybrid-Matrix,0.7,500,0.3,200,1,q1,5944,0.34518364561830694,0.2577195721429289,0.8539703903095559,0.3557819200331337,0.3675833332464703,0.9210969044414535
Hybrid-Matrix,0.7,500,0.3,200,1,q2,4502,0.004084164493570983,0.00799944292836341,0.01310528653931586,0.005890103952518747,0.014142039164251514,0.02243447356730342
Hybrid-Matrix,0.7,500,0.3,200,1,q3,2861,0.0009715196176759164,0.0020389141325876732,0.0027962250961202375,0.0017687221993705402,0.0050099032972154255,0.006641034603285564
Hybrid-Matrix,0.7,500,0.3,200,1,q4,1641,0.000144544614728395,0.0003046922608165753,0.0006093845216331506,0.000144544614728395,0.0003046922608165753,0.0006093845216331506
Hybrid-Matrix,0.7,500,0.3,200,1,q5,685,0.0,0.0,0.0,0.0003736613500873219,0.00145985401459854,0.00145985401459854
Hybrid-Matrix,0.3,500,0.6,200,1,overall,6006,0.3243807694735004,0.1968895381325186,0.8486513486513486,0.3225437219472163,0.2863933750016326,0.913086913086913
Hybrid-Matrix,0.3,500,0.6,200,1,q1,5944,0.344246451843317,0.2537509007139219,0.8506056527590848,0.35692160344018825,0.3679970414081658,0.9157133243606999
Hybrid-Matrix,0.3,500,0.6,200,1,q2,4502,0.006548224562186919,0.011393541302470668,0.020213238560639717,0.010256062940207939,0.02358846297095964,0.0368725011106175
Hybrid-Matrix,0.3,500,0.6,200,1,q3,2861,0.0035150070510504513,0.007051730164278224,0.01083537224746592,0.004676862113584432,0.011015961784923686,0.016078294302691365
Hybrid-Matrix,0.3,500,0.6,200,1,q4,1641,0.0006298976088264291,0.0008125126955108673,0.0018281535648994515,0.0012143976490033687,0.0030977046516351817,0.0042656916514320535
Hybrid-Matrix,0.3,500,0.6,200,1,q5,685,0.0023809193482795,0.00291970802919708,0.00291970802919708,0.0023809193482795,0.00291970802919708,0.00291970802919708
